iter	Passed	Remaining
457	837	990
458	839	989
459	840	987
460	842	985
461	844	983
462	846	981
463	848	979
464	849	977
465	851	975
466	852	973
467	853	970
468	855	968
469	856	965
470	857	963
471	858	960
472	859	958
473	861	955
474	862	953
475	863	950
476	864	948
477	865	945
478	867	943
479	868	940
480	869	938
481	870	935
482	872	933
483	873	931
484	874	928
485	876	926
486	877	924
487	878	921
488	880	920
489	881	917
490	883	915
491	884	913
492	885	911
493	887	908
494	888	906
495	890	904
496	891	902
497	892	900
498	894	897
499	895	895
500	897	893
501	898	891
502	899	889
503	901	887
504	902	884
505	904	882
506	905	880
507	906	878
508	908	875
509	909	873
510	910	871
511	911	869
512	913	866
513	914	864
514	916	862
515	917	860
516	918	858
517	919	855
518	921	853
519	922	851
520	923	849
521	924	846
522	926	844
523	927	842
524	928	840
525	929	838
526	931	836
527	932	833
528	934	831
529	935	829
530	936	827
531	938	825
532	939	822
533	940	820
534	941	818
535	943	816
536	944	814
537	945	812
538	946	809
539	948	807
540	949	805
541	951	803
542	952	801
543	954	799
544	955	797
545	957	795
546	958	793
547	959	791
548	961	789
549	962	787
550	964	785
551	965	783
552	967	781
553	968	779
554	969	777
555	971	775
556	972	773
557	973	771
558	975	769
559	976	767
560	978	765
561	979	763
562	981	761
563	982	759
564	984	757
565	985	755
566	987	753
567	988	751
568	990	749
569	991	747
570	992	745
571	993	743
572	995	741
573	996	739
574	997	737
575	999	735
576	1000	733
577	1002	731
578	1003	729
579	1004	727
580	1006	725
581	1007	723
582	1009	721
583	1010	719
584	1011	717
585	1013	715
586	1014	713
587	1015	711
588	1017	710
589	1018	708
590	1020	706
591	1021	704
592	1022	702
593	1024	700
594	1025	698
595	1026	696
596	1028	694
597	1029	692
598	1030	690
599	1032	688
600	1033	686
601	1034	684
602	1036	682
603	1037	680
604	1038	678
605	1040	676
606	1041	674
607	1042	672
608	1044	670
609	1045	668
610	1047	666
611	1048	664
612	1049	662
613	1050	660
614	1052	658
615	1053	656
616	1054	654
617	1056	652
618	1057	650
619	1058	648
620	1059	646
621	1061	644
622	1062	643
623	1064	641
624	1065	639
625	1066	637
626	1067	635
627	1069	633
628	1070	631
629	1071	629
630	1073	627
631	1074	625
632	1075	623
633	1077	621
634	1078	620
635	1080	618
636	1081	616
637	1083	614
638	1085	613
639	1086	611
640	1088	609
641	1089	607
642	1091	605
643	1092	604
644	1094	602
645	1095	600
646	1097	598
647	1098	596
648	1099	594
649	1101	593
650	1103	591
651	1104	589
652	1106	588
653	1108	586
654	1109	584
655	1111	582
656	1112	580
657	1113	578
658	1115	577
659	1117	575
660	1118	573
661	1120	571
662	1121	570
663	1123	568
664	1124	566
665	1125	564
666	1127	562
667	1128	560
668	1129	559
669	1131	557
670	1132	555
671	1134	553
672	1135	551
673	1136	549
674	1138	547
675	1139	546
676	1140	544
677	1141	542
678	1143	540
679	1144	538
680	1146	536
681	1147	534
682	1148	533
683	1150	531
684	1151	529
685	1152	527
686	1153	525
687	1155	523
688	1156	522
689	1158	520
690	1159	518
691	1160	516
692	1162	514
693	1163	513
694	1164	511
695	1166	509
696	1167	507
697	1169	505
698	1170	503
699	1171	502
700	1173	500
701	1174	498
702	1175	496
703	1177	494
704	1178	493
705	1180	491
706	1181	489
707	1182	487
708	1184	486
709	1185	484
710	1187	482
711	1188	480
712	1189	478
713	1191	477
714	1192	475
715	1193	473
716	1195	471
717	1197	470
718	1198	468
719	1199	466
720	1201	464
721	1202	463
722	1204	461
723	1205	459
724	1206	457
725	1208	455
726	1209	454
727	1210	452
728	1212	450
729	1213	448
730	1214	447
731	1216	445
732	1217	443
733	1218	441
734	1220	439
735	1221	438
736	1222	436
737	1223	434
738	1225	432
739	1226	430
740	1227	429
741	1228	427
742	1230	425
743	1231	423
744	1233	422
745	1234	420
746	1235	418
747	1237	416
748	1238	414
749	1239	413
750	1240	411
751	1242	409
752	1243	407
753	1244	406
754	1246	404
755	1247	402
756	1248	400
757	1250	399
758	1251	397
759	1253	395
760	1254	394
761	1255	392
762	1257	390
763	1258	388
764	1260	387
765	1261	385
766	1262	383
767	1263	381
768	1265	380
769	1267	378
770	1268	376
771	1269	375
772	1271	373
773	1272	371
774	1273	369
775	1275	368
776	1276	366
777	1277	364
778	1279	362
779	1280	361
780	1282	359
781	1283	357
782	1285	356
783	1286	354
784	1287	352
785	1289	350
786	1290	349
787	1291	347
788	1292	345
789	1294	344
790	1295	342
791	1297	340
792	1298	338
793	1300	337
794	1301	335
795	1302	333
796	1303	332
797	1305	330
798	1306	328
799	1307	326
800	1309	325
801	1310	323
802	1311	321
803	1313	320
804	1314	318
805	1315	316
806	1317	314
807	1318	313
808	1319	311
809	1320	309
810	1322	308
811	1323	306
812	1324	304
813	1326	303
814	1327	301
815	1341	302
816	1343	300
817	1345	299
818	1348	297
819	1350	296
820	1352	294
821	1354	293
822	1357	291
823	1359	290
824	1361	288
825	1363	287
826	1365	285
827	1367	284
828	1369	282
829	1371	280
830	1373	279
831	1375	277
832	1377	276
833	1378	274
834	1380	272
835	1381	271
836	1383	269
837	1384	267
838	1385	265
839	1386	264
840	1388	262
841	1389	260
842	1390	258
843	1391	257
844	1392	255
845	1393	253
846	1395	251
847	1396	250
848	1397	248
849	1398	246
850	1399	245
851	1400	243
852	1402	241
853	1403	239
854	1404	238
855	1406	236
856	1407	234
857	1408	233
858	1409	231
859	1411	229
860	1412	228
861	1413	226
862	1415	224
863	1416	222
864	1417	221
865	1419	219
866	1420	217
867	1421	216
868	1423	214
869	1424	212
870	1426	211
871	1427	209
872	1428	207
873	1429	206
874	1431	204
875	1432	202
876	1433	201
877	1435	199
878	1436	197
879	1437	196
880	1439	194
881	1440	192
882	1441	191
883	1442	189
884	1444	187
885	1445	185
886	1446	184
887	1447	182
888	1449	180
889	1450	179
890	1451	177
891	1452	175
892	1454	174
893	1455	172
894	1457	170
895	1458	169
896	1459	167
897	1461	165
898	1462	164
899	1463	162
900	1465	160
901	1466	159
902	1467	157
903	1469	156
904	1470	154
905	1472	152
906	1473	151
907	1475	149
908	1476	147
909	1478	146
910	1479	144
911	1481	142
912	1482	141
913	1483	139
914	1485	137
915	1486	136
916	1488	134
917	1489	133
918	1490	131
919	1492	129
920	1493	128
921	1495	126
922	1496	124
923	1497	123
924	1499	121
925	1500	119
926	1501	118
927	1503	116
928	1504	114
929	1505	113
930	1507	111
931	1508	110
932	1510	108
933	1511	106
934	1513	105
935	1514	103
936	1515	101
937	1516	100
938	1518	98
939	1519	96
940	1520	95
941	1522	93
942	1523	92
943	1524	90
944	1526	88
945	1527	87
946	1528	85
947	1530	83
948	1531	82
949	1532	80
950	1534	79
951	1535	77
952	1537	75
953	1538	74
954	1539	72
955	1541	70
956	1542	69
957	1543	67
958	1545	66
959	1546	64
960	1547	62
961	1549	61
962	1550	59
963	1551	57
964	1553	56
965	1554	54
966	1555	53
967	1557	51
968	1558	49
969	1560	48
970	1561	46
971	1562	45
972	1563	43
973	1565	41
974	1566	40
975	1567	38
976	1569	36
977	1570	35
978	1572	33
979	1573	32
980	1574	30
981	1576	28
982	1577	27
983	1578	25
984	1580	24
985	1581	22
986	1582	20
987	1584	19
988	1585	17
989	1586	16
990	1588	14
991	1589	12
992	1590	11
993	1592	9
994	1593	8
995	1594	6
996	1596	4
997	1597	3
998	1598	1
999	1600	0
